タイムスタンプ,日付,収支,3,金額,ジャンル,支払い方法・移動元,場所,,内容,,移動先・収入先,本当に必要？,カード名,メモ
2026/01/21 17:25:19,2026/01/21,支出,,210,交通費,PASMO,その他,,電車 東雲〜新木場,,,必要,,
2026/01/21 13:55:56,2026/01/21,支出,,1388,交通費,PASMO,その他,,電車 川越〜東雲,,,必要,,
2026/01/21 11:18:33,2026/01/21,支出,,157,交通費,PASMO,その他,,電車 川越市〜川越,,,必要,,
2026/01/20 21:32:03,2026/01/20,支出,,1960,趣味・娯楽,クレジットカード,飲食店,,二葉飲み_ラーメン,,,必要,Olive,ICHIRANKAWAGOECREAMALL
2026/01/20 21:26:23,2026/01/20,支出,,8580,趣味・娯楽,クレジットカード,飲食店,,二葉のみ,,,必要,Olive,TORIKIZOKUKAWAGOECREAMAL
2026/01/20 18:19:20,2026/01/20,支出,,510,間食,クレジットカード,飲食店,,おやつ,,,なくても良い,paypayクレジット,ファーストキッチンモバイルオーダー
2026/01/20 18:16:24,2026/01/20,支出,,157,交通費,PASMO,その他,,電車 川越市〜川越,,,必要,,
2026/01/20 11:41:55,2026/01/20,支出,,100,雑費,paypay,その他,,振込手数料,,,なくても良い,,
2026/01/20 11:39:46,2026/01/20,移動,,228139,,paypay,,,資金移動,,住信SBIネット銀行,,,
2026/01/19 18:38:02,2026/01/19,支出,,5856,食品,クレジットカード,スーパー・小売,,食材,,,必要,デビュープラス,MAMMY MART
2026/01/19 17:33:26,2026/01/19,支出,,6050,美容費,クレジットカード,その他,,美容室,,,必要,デビュープラス,
2026/01/19 14:19:16,2026/01/19,支出,,4440,道具類,クレジットカード,スーパー・小売,,折りたたみコンテナ3つ,,,必要,Olive,カインズ
2026/01/19 14:14:48,2026/01/19,支出,,1750,医療費,現金,その他,,歯医者定期検診,,,必要,,
2026/01/19 14:13:36,2026/01/19,支出,,1180,便利アイテム,クレジットカード,スーパー・小売,,目隠しシート,,,なくても良い,デビュープラス,カインズ
2026/01/19 13:36:18,2026/01/19,支出,,6980,便利アイテム,クレジットカード,スーパー・小売,,突っ張りポール,,,なくても良い,デビュープラス,カインズ
2026/01/19 12:01:16,2026/01/19,支出,,1250,食品,クレジットカード,飲食店,,昼食,,,必要,デビュープラス,バーガーキング
2026/01/18 22:43:18,2026/01/18,支出,,5000,道具類,paypay,その他,,SWX2300-24G,,,必要,,あやとから
2026/01/18 16:26:12,2026/01/18,支出,,1600,車両費,クレジットカード,その他,,駐車場,,,なくても良い,Olive,TIMESPARKING
2026/01/16 22:29:08,2026/01/16,支出,,1793,食品,クレジットカード,飲食店,,夕食,,,必要,Olive,HAMAZUSHI
2026/01/16 22:21:55,2026/01/16,収入,,18001,,,,,32GBメモリ売却,,paypay,,,
2026/01/16 21:45:34,2026/01/16,収入,,13951,,,,,32GBメモリ売却,,paypay,,,
2026/01/16 21:28:30,2026/01/16,移動,,481,交通費(経費),PASMO,その他,,電車 池袋〜川越市,,,必要,,
2026/01/16 08:23:59,2026/01/16,支出,,921,食品,クレジットカード,コンビニ,,昼食,,,必要,デビュープラス,SEVEN-ELEVEN
2026/01/16 08:14:24,2026/01/16,移動,,481,交通費(経費),PASMO,その他,,電車 川越市〜池袋,,,必要,,
2026/01/16 06:15:27,2026/01/16,支出,,13000,道具類,クレジットカード,ネット,,3Uラックケース,,,必要,Olive,メルカリ
2026/01/15 21:54:39,2026/01/15,移動,,481,交通費(経費),PASMO,その他,,電車 池袋〜川越市,,,必要,,
2026/01/15 12:52:20,2026/01/15,支出,,339,間食,クレジットカード,コンビニ,,おやつ,,,なくても良い,デビュープラス,FAMILYMART
2026/01/15 12:50:07,2026/01/15,支出,,1442,食品,クレジットカード,飲食店,,昼食,,,必要,Olive,COCOICHIBANYA
2026/01/15 12:43:39,2026/01/15,支出,,1436,日用品,クレジットカード,ネット,,ワックス2個,,,必要,デビュープラス,ＡＭＡＺＯＮ．ＣＯ．ＪＰ
2026/01/15 12:13:58,2026/01/15,移動,,481,交通費(経費),PASMO,その他,,電車 川越市〜池袋,,,必要,,
2026/01/15 06:15:04,2026/01/15,支出,,4734,通信費,クレジットカード,ネット,,ソフトバンク光,,,必要,デビュープラス,1月利用分
2026/01/15 06:15:04,2026/01/15,支出,,8320,通信費,クレジットカード,ネット,,スマホ,,,必要,デビュープラス,12月利用分
2026/01/14 22:29:39,2026/01/14,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,必要,,
2026/01/14 21:10:14,2026/01/14,支出,,1091,食品,クレジットカード,飲食店,,夕食,,,必要,デビュープラス,YOSHINOYA
2026/01/14 16:29:46,2026/01/14,支出,,148,間食,クレジットカード,自動販売機,,飲み物,,,なくても良い,paypayクレジット,
2026/01/14 08:34:19,2026/01/14,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,必要,,
2026/01/13 23:22:11,2026/01/13,支出,,100,交通費,クレジットカード,その他,,駐輪場,,,必要,Olive,ＳｍｏｏＰＡ
2026/01/13 23:09:35,2026/01/13,移動,,209,交通費(経費),PASMO,その他,,電車 ふじみ野〜川越市,,,必要,,
2026/01/13 22:45:25,2026/01/13,支出,,939,日用品,クレジットカード,ネット,,CR2電池,,,必要,デビュープラス,ＡＭＡＺＯＮ．ＣＯ．ＪＰ
2026/01/13 21:52:23,2026/01/13,移動,,377,交通費(経費),PASMO,その他,,電車 池袋〜ふじみ野,,,必要,,
2026/01/13 21:04:29,2026/01/13,支出,,370,交通費,クレジットカード,ネット,,TJライナー,,,なくても良い,Olive,
2026/01/13 11:18:32,2026/01/13,支出,,287,食品,クレジットカード,コンビニ,,夕食,,,必要,デビュープラス,SEVEN-ELEVEN
2026/01/13 11:15:08,2026/01/13,支出,,844,食品,クレジットカード,飲食店,,昼食,,,必要,デビュープラス,YOSHINOYA
2026/01/13 10:56:49,2026/01/13,移動,,481,交通費(経費),PASMO,その他,,電車 川越市〜池袋,,,必要,,
2026/01/13 06:15:04,2026/01/13,移動,,60000,,クレジットカード,,,SBI積立NISA入金決済,,,,デビュープラス,2月発注用
2026/01/12 12:21:15,2026/01/12,移動,,600000,,三井住友銀行,,,資金移動,,住信SBIネット銀行,,,
2026/01/12 12:19:35,2026/01/12,収入,,278004,,,,,2025年12月分ギャラ_SP,,三井住友銀行,,,
2026/01/12 10:43:35,2026/01/12,支出,,541,食品,クレジットカード,コンビニ,,昼食,,,必要,デビュープラス,FAMILYMART
2026/01/11 17:16:02,2026/01/11,支出,,700,間食,クレジットカード,飲食店,,おやつ,,,なくても良い,paypayクレジット,ジェラート結
2026/01/11 16:41:57,2026/01/11,支出,,1000,食品,クレジットカード,飲食店,,昼食,,,必要,paypayクレジット,グッとキッチン
2026/01/11 07:42:33,2026/01/11,支出,,626,食品,クレジットカード,スーパー・小売,,朝食,,,必要,デビュープラス,AEON GROUP
2026/01/14 10:32:11,2026/01/10,支出,,3,通信費,クレジットカード,ネット,,povo 12月 通話料,,,必要,デビュープラス,
2026/01/10 07:31:13,2026/01/10,支出,,661,食品,クレジットカード,スーパー・小売,,昼食,,,必要,デビュープラス,AEON GROUP
2026/01/10 06:15:06,2026/01/10,支出,,1280,サブスク,クレジットカード,ネット,,Rentio ルンバレンタル,,,なくても良い,デビュープラス,1月利用分
2026/01/09 22:48:01,2026/01/09,支出,,408,食品,クレジットカード,スーパー・小売,,夕食,,,必要,デビュープラス,AEON GROUP
2026/01/09 07:36:22,2026/01/09,支出,,474,食品,クレジットカード,スーパー・小売,,朝食,,,必要,デビュープラス,AEON GROUP
2026/01/09 06:15:04,2026/01/09,移動,,60000,,,,,SBI積立NISA約定,,SBI積立NISA,,,1月発注分
2026/01/08 21:10:21,2026/01/08,支出,,303,間食,クレジットカード,スーパー・小売,,おやつ,,,なくても良い,デビュープラス,AEON GROUP
2026/01/08 08:10:24,2026/01/08,支出,,409,食品,クレジットカード,コンビニ,,昼食,,,必要,デビュープラス,SEVEN-ELEVEN
2026/01/07 19:29:12,2026/01/07,収入,,299370,,,,,2025年11月分ギャラ_TwoFace,,三井住友銀行,,,
2026/01/07 16:58:51,2026/01/07,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,必要,,
2026/01/07 08:40:09,2026/01/07,支出,,117,間食,クレジットカード,自動販売機,,飲み物,,,なくても良い,paypayクレジット,
2026/01/07 08:37:34,2026/01/07,支出,,778,食品,クレジットカード,コンビニ,,昼食,,,必要,デビュープラス,SEVEN-ELEVEN
2026/01/06 22:56:43,2026/01/06,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,必要,,
2026/01/06 21:14:45,2026/01/06,移動,,10000,,クレジットカード,,,モバイルPASMOチャージ,,PASMO,,デビュープラス,モバイルＰＡＳＭＯチャージ
2026/01/06 21:13:23,2026/01/06,支出,,690,食品,PASMO,飲食店,,夕食,,,必要,,
2026/01/06 11:32:31,2026/01/06,支出,,107598,特別費,amazonギフト,その他,,amazon没収,,,なくても良い,,
2026/01/06 10:06:16,2026/01/06,収入,,8800,,,,,amazonギフト券チャージボーナス,,amazonギフト,,,
2026/01/06 10:05:49,2026/01/06,移動,,71200,,住信SBIネット銀行,,,amazonギフト券チャージ,,amazonギフト,,,
2026/01/06 08:22:51,2026/01/06,支出,,778,食品,クレジットカード,コンビニ,,昼食,,,必要,デビュープラス,SEVEN-ELEVEN
2026/01/06 08:19:05,2026/01/06,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,必要,,
2026/01/05 16:53:00,2026/01/05,支出,,7475,被服費,クレジットカード,スーパー・小売,,服3つ,,,必要,デビュープラス,マックハウス／ＮＦＣ
2026/01/05 16:02:09,2026/01/05,支出,,6980,被服費,クレジットカード,スーパー・小売,,服2着,,,必要,デビュープラス,
2026/01/05 15:48:18,2026/01/05,支出,,5800,被服費,クレジットカード,スーパー・小売,,インナー上下,,,必要,デビュープラス,ワークマン
2026/01/05 06:15:04,2026/01/05,移動,,650,,三井住友銀行,,,ENEOSカード支払い,,,,,12月利用分
2026/01/04 17:05:04,2026/01/04,支出,,2298,食品,クレジットカード,スーパー・小売,,食材,,,必要,デビュープラス,MAMMY MART
2026/01/04 16:49:45,2026/01/04,支出,,151,道具類,クレジットカード,スーパー・小売,,ケーブル止めピン,,,必要,Olive,SU-PA-BIBAHO-MUNISHIKAWA
2026/01/04 16:20:40,2026/01/04,移動,,80000,,現金,,,預け入れ,,住信SBIネット銀行,,,
2026/01/04 16:12:25,2026/01/04,支出,,663,日用品,クレジットカード,スーパー・小売,,ダイソー掃除用具,,,必要,paypayクレジット,
2026/01/04 15:26:11,2026/01/04,支出,,4394,道具類,クレジットカード,スーパー・小売,,電線など,,,必要,Olive,SU-PA-BIBAHO-MUNISHIKAWA
2026/01/03 20:33:03,2026/01/03,収入,,10000,,,,,お年玉(浦和),,現金,,,
2026/01/03 20:32:31,2026/01/03,収入,,10000,,,,,お年玉（進おじさん),,現金,,,
2026/01/02 21:03:22,2026/01/02,収入,,20000,,,,,お年玉(小金井),,現金,,,
2026/01/02 06:15:04,2026/01/02,支出,,440,サブスク,クレジットカード,ネット,,Google One,,,必要,Olive,1月利用分
2026/01/01 21:29:41,2026/01/01,支出,,209,交通費,PASMO,その他,,電車 ふじみ野〜川越市,,,必要,,
2026/01/01 11:42:40,2026/01/01,収入,,30000,,,,,お年玉(母),,現金,,,
2026/01/01 11:40:57,2026/01/01,支出,,700,雑費,クレジットカード,ネット,,お母さんにギフト,,,なくても良い,paypayクレジット,ＬＩＮＥＥＣ
2026/01/01 06:15:15,2026/01/01,支出,,8504,減価償却,償却資産,ネット,,Galaxy S24 Ultra 512GB 減価償却,,,必要,,22回目/24回
2026/01/01 06:15:15,2026/01/01,支出,,1435,減価償却,償却資産,その他,,車検_法定費用 減価償却,,,必要,,17回目/24回
2026/01/01 06:15:15,2026/01/01,支出,,2367,減価償却,償却資産,その他,,車検_整備費用 減価償却,,,必要,,17回目/24回
2026/01/01 06:15:15,2026/01/01,支出,,2875,減価償却,償却資産,ネット,,2025年度自動車税 減価償却,,,必要,,9回目/12回
2026/01/01 06:15:15,2026/01/01,支出,,1067,減価償却,償却資産,ネット,,Youtube Premium_2025 減価償却,,,なくても良い,,6回目/12回
2026/01/01 06:15:15,2026/01/01,支出,,4708,減価償却,償却資産,ネット,,自動車保険2025 減価償却,,,必要,,4回目/12回
2026/01/01 06:15:15,2026/01/01,支出,,4749,減価償却,償却資産,ネット,,コンタクト360枚_202510 減価償却,,,必要,,4回目/6回
2026/01/01 06:15:15,2026/01/01,支出,,2250,減価償却,償却資産,ネット,,洗濯ビーズ4つ 減価償却,,,必要,,4回目/4回
2026/01/01 06:15:04,2026/01/01,支出,,17510,固定費,クレジットカード,ネット,,国民年金,,,必要,paypayクレジット,1月分
2026/01/01 06:15:04,2026/01/01,支出,,21000,固定費,クレジットカード,ネット,,国民健康保険,,,必要,paypayクレジット,1月分
2025/12/31 06:15:04,2025/12/31,支出,,4747,固定費,クレジットカード,ネット,,電気代,,,必要,デビュープラス,11月利用分
2025/12/30 23:36:25,2025/12/30,支出,,100,交通費,クレジットカード,その他,,駐輪場,,,必要,Olive,ＳｍｏｏＰＡ
2025/12/30 23:34:15,2025/12/30,移動,,6000,,クレジットカード,,,二葉と_立替,,paypay,,Olive,
2025/12/30 23:33:57,2025/12/30,支出,,6248,趣味・娯楽,クレジットカード,飲食店,,二葉と,,,なくても良い,Olive,RAKUTENPAYNEOTAISYUUSAKA
2025/12/30 19:11:56,2025/12/30,支出,,700,間食,クレジットカード,飲食店,,おやつ,,,なくても良い,Olive,STARBUCKSCOFFEEJAPAN
2025/12/29 06:15:04,2025/12/29,支出,,54300,固定費,ゆうちょ,ネット,,家賃,,,必要,,1月分
2025/12/29 06:15:04,2025/12/29,移動,,42276,,住信SBIネット銀行,,,paypayクレジット支払い,,,,,11月利用分
2025/12/29 06:15:04,2025/12/29,移動,,0,,楽天銀行,,,楽天カード 支払い,,,,,11月利用分
2025/12/28 20:06:11,2025/12/28,支出,,2317,食品,クレジットカード,スーパー・小売,,食材,,,必要,デビュープラス,MAMMY MART
2025/12/28 19:37:19,2025/12/28,支出,,5108,道具類,クレジットカード,スーパー・小売,,脚立など,,,必要,Olive,KAINZUHO-MU
2025/12/28 19:35:37,2025/12/28,支出,,300,間食,クレジットカード,スーパー・小売,,おやつ,,,なくても良い,paypayクレジット,寿だんご
2025/12/28 19:33:23,2025/12/28,支出,,458,日用品,クレジットカード,スーパー・小売,,消毒液,,,必要,Olive,KAINZUHO-MU
2025/12/28 18:58:45,2025/12/28,支出,,330,便利アイテム,クレジットカード,スーパー・小売,,ダイソー,,,必要,デビュープラス,
2025/12/28 18:31:58,2025/12/28,支出,,550,便利アイテム,クレジットカード,スーパー・小売,,ダイソー,,,必要,デビュープラス,
2025/12/27 22:12:58,2025/12/27,支出,,100,交通費,クレジットカード,その他,,駐輪場,,,必要,Olive,ＳｍｏｏＰＡ
2025/12/27 22:09:57,2025/12/27,移動,,481,交通費(経費),PASMO,その他,,電車 池袋〜川越市,,,必要,,
2025/12/27 21:32:23,2025/12/27,支出,,370,交通費,クレジットカード,ネット,,TJライナー,,,なくても良い,Olive,
2025/12/27 21:27:17,2025/12/27,移動,,252,交通費(経費),PASMO,その他,,電車 中目黒〜池袋,,,必要,,
2025/12/27 07:14:28,2025/12/27,支出,,586,食品,クレジットカード,飲食店,,朝食,,,必要,デビュープラス,YOSHINOYA
2025/12/27 07:02:33,2025/12/27,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,必要,,
2025/12/26 23:09:15,2025/12/26,支出,,100,交通費,クレジットカード,その他,,駐輪場,,,必要,Olive,ＳｍｏｏＰＡ
2025/12/26 23:01:35,2025/12/26,移動,,481,交通費(経費),PASMO,その他,,電車 池袋〜川越市,,,必要,,
2025/12/26 22:08:19,2025/12/26,支出,,370,交通費,クレジットカード,ネット,,TJライナー,,,なくても良い,Olive,
2025/12/26 08:30:23,2025/12/26,支出,,586,食品,クレジットカード,飲食店,,朝食,,,必要,デビュープラス,YOSHINOYA
2025/12/26 08:09:51,2025/12/26,移動,,481,交通費(経費),PASMO,その他,,電車 川越市〜池袋,,,必要,,
2025/12/26 06:15:03,2025/12/26,移動,,193414,,住信SBIネット銀行,,,デビュープラス支払い,,,,,11月利用分
2025/12/26 06:15:03,2025/12/26,移動,,102577,,三井住友銀行,,,Olive支払い,,,,,11月利用分
2025/12/25 21:20:27,2025/12/25,支出,,100,交通費,クレジットカード,その他,,駐輪場,,,必要,Olive,ＳｍｏｏＰＡ
2025/12/25 21:11:03,2025/12/25,移動,,481,交通費(経費),PASMO,その他,,電車 池袋〜川越市,,,必要,,
2025/12/25 10:45:19,2025/12/25,支出,,586,食品,クレジットカード,飲食店,,昼食,,,必要,デビュープラス,YOSHINOYA
2025/12/25 10:15:33,2025/12/25,移動,,481,交通費(経費),PASMO,その他,,電車 川越市〜池袋,,,必要,,
2025/12/25 06:15:03,2025/12/25,支出,,5178,固定費,クレジットカード,ネット,,ガス代,,,必要,デビュープラス,12月利用分
2025/12/24 17:06:27,2025/12/24,支出,,3834,車両費,クレジットカード,その他,,ガソリン,,,必要,ENEOSカード,27.0L給油・142.0円/L
2025/12/24 16:33:23,2025/12/24,支出,,1985,食品,クレジットカード,スーパー・小売,,食材,,,必要,デビュープラス,MAMMY MART
